ID,Text,Split,PPL
147329,除依法须经批准的项目外,"[""除"", ""法"", ""律"", ""规"", ""定"", ""外""]",1.0762641
107167,目的在于传递更多信息,"[""想"", ""要"", ""向"", ""每"", ""个"", ""字""]",1.039681
107171,生意通银牌及以上会员,"[""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",13.651161
107517,承担一切因您的行为而,"[""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",133.08174
107560,转贴或以其他方式复制,"[""我"", ""们"", ""要"", ""预"", ""定""]",2.9017668
107655,疑似违规已被系统折叠,"[""迷"", ""你"", ""窗"", ""户"", ""管"", ""理"", ""模"", ""块""]",2.2362847
107664,依法须经批准的项目外,"[""除"", ""了"", ""医"", ""疗"", ""卫"", ""生"", ""的"", ""外"", ""每"", ""个"", ""字""]",11.6588335
112691,你对这个回答的评价是,"[""你"", ""怎"", ""么"", ""啦""]",3.0525587
113154,经相关部门批准后方可,"[""方"", ""案"", ""经"", ""依"", ""法"", ""许"", ""可"", ""后""]",1.1185608
123613,人力资源和社会保障局,True,-1
124767,财产保险股份有限公司,True,-1
133775,中华人民共和国合同法,True,-1
135261,个或多个下面的关键词,"[""始"", ""终"", ""为"", ""公""]",9.376999
136165,国家市场监督管理总局,True,-1
137475,所有章节均由网友上传,"[""社"", ""会"", ""转"", ""移"", ""化""]",1.7389673
141768,受苹果公司新规定影响,"[""苏"", ""彤"", ""梦""]",7.2722063
143015,最高人民法院关于审理,"[""最"", ""高"", ""人"", ""民"", ""法"", ""院"", ""审"", ""理""]",1.054928
143063,实现中华民族伟大复兴,True,-1
144821,未经本网授权不得转载,"[""无"", ""法"", ""转"", ""让"", ""登"", ""记""]",1.0942417
145666,归属于上市公司股东的,"[""股"", ""东"", ""上"", ""市"", ""公"", ""司"", ""的"", ""每"", ""个"", ""字""]",1.0018528
146376,汽车销售服务有限公司,True,-1
203608,よろしくお願いします,True,-1
102535,依法须经批准的项目,True,-1
106200,人力资源和社会保障,True,-1
107334,赞同其观点或证实其,"[""确"", ""保"", ""执"", ""行""]",23.232426
107442,同志为核心的党中央,"[""中"", ""国"", ""共"", ""产"", ""党"", ""的"", ""中"", ""央"", ""委"", ""员"", ""会""]",1.4954548
107535,认证成功后即可编辑,"[""全"", ""部"", ""销"", ""售"", ""同"", ""学""]",2.956237
107591,追究其相关法律责任,"[""追"", ""究"", ""刑"", ""事"", ""责"", ""任""]",1.0150001
107623,送达之日起十五日内,"[""短"", ""期"", ""内"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",1.144402
107658,凭营业执照依法自主,"[""自"", ""主"", ""依"", ""法"", ""任""]",1.085613
119938,社会主义核心价值观,True,-1
122220,房地产开发有限公司,True,-1
124429,希望对大家有所帮助,"[""希"", ""望"", ""大"", ""家"", ""都"", ""有"", ""所"", ""帮"", ""助""]",1.018975
128704,公开开庭进行了审理,"[""公"", ""开"", ""审"", ""理"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",1.221436
134603,中华人民共和国刑法,True,-1
136141,高新技术产业开发区,True,-1
137485,网站或个人未经本网,"[""不"", ""知"", ""世"", ""界""]",1.8848989
137500,违法和不良信息举报,"[""举"", ""报"", ""违"", ""法"", ""乱"", ""纪"", ""上"", ""网""]",1.0101109
137691,登录后查看更多信息,"[""全"", ""部"", ""活"", ""期"", ""定"", ""期"", ""转"", ""账""]",1.9535383
138582,本书让更多读者欣赏,"[""关"", ""于"", ""解"", ""决"", ""每"", ""个"", ""字""]",4.578885
138993,新型冠状病毒感染的,"[""新"", ""冠"", ""病"", ""毒"", ""感"", ""染"", ""的""]",1.0115994
139140,本网将依法追究责任,"[""征"", ""收"", ""商"", ""务"", ""费""]",1.0316342
140938,遵守中华人民共和国,True,-1
140986,应在授权范围内使用,"[""必"", ""须"", ""充"", ""分"", ""保"", ""障""]",2.570962
141074,长按二维码向我转账,"[""请"", ""依"", ""条"", ""件""]",1.434646
142468,食品药品监督管理局,True,-1
143686,本文为博主原创文章,"[""您"", ""的"", ""问"", ""题"", ""中"", ""未"", ""提"", ""供"", ""具"", ""体"", ""文"", ""章"", ""内"", ""容"", ""，"", ""无"", ""法"", ""确"", ""定"", ""所"", ""指"", ""的"", ""每"", ""个"", ""字"", ""。"", ""请"", ""补"", ""充"", ""相"", ""关"", ""文"", ""本"", ""或"", ""说"", ""明"", ""具"", ""体"", ""需"", ""要"", ""分"", ""析"", ""的"", ""内"", ""容"", ""。""]",2.5538023
144627,如有侵权请联系删除,"[""请"", ""删"", ""除"", ""我"", ""的"", ""侵"", ""权"", ""联"", ""系""]",1.0388412
144820,挖掘公司最终受益人,"[""向"", ""返"", ""商""]",2.2536938
146608,评论内容只代表网友,"[""精"", ""英"", ""成"", ""员""]",129.09886
147953,限量特惠的優惠按鈕,"[""请"", ""将"", ""权"", ""证""]",1.8347561
148267,庆祝中国共产党成立,"[""中"", ""国"", ""共"", ""产"", ""党""]",1.0636644
224817,する必要があります,"[""必"",""要"",""す"",""る"",""必"",""ず""]",1.1612436
239869,お待ちしております,"[""我"", ""们"", ""は"", ""お"", ""待"", ""ち"", ""し"", ""て"", ""い"", ""ま"", ""す""]",1.0011168
245406,新型コロナウイルス,"[""新"", ""型"", ""冠"", ""状"", ""病"", ""毒""]",1.1253154
102313,中国特色社会主义,True,-1
102875,转贴或以其他方式,"[""这"", ""是"", ""一"", ""个"", ""错"", ""误"", ""的"", ""词"", ""组"", ""，"", ""正"", ""确"", ""的"", ""写"", ""法"", ""应"", ""为"", ""“"", ""日"", ""落"", ""而"", ""息"", ""”"", ""或"", ""“"", ""朝"", ""夕"", ""相"", ""伴"", ""”"", ""等"", ""。"", ""若"", ""您"", ""想"", ""表"", ""达"", ""特"", ""定"", ""含"", ""义"", ""，"", ""请"", ""提"", ""供"", ""更"", ""多"", ""上"", ""下"", ""文"", ""。""]",2.6246212
105610,这个回答的评价是,"[""中"", ""国"", ""党"", ""委"", ""评"", ""审"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",3.9127517
106573,最高人民法院关于,"[""最"", ""高"", ""人"", ""民"", ""法"", ""院""]",1.0064708
106678,保险股份有限公司,"[""股"", ""份"", ""有"", ""限"", ""公"", ""司""]",1.0118719
106711,中华民族伟大复兴,True,-1
107155,出于传递更多信息,"[""出"", ""自"", ""通"", ""知""]",1.0646036
107469,市场监督管理总局,True,-1
107550,本站只是为了宣传,"[""为"", ""了"", ""宣"", ""传""]",9.251699
107559,这样您就可以继续,"[""继"", ""续"", ""开"", ""始""]",3.5795615
107618,受苹果公司新规定,"[""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",5.20754
107620,可通过二维码转账,"[""向"", ""日"", ""葵""]",1.4687649
107629,加倍支付迟延履行,"[""加"", ""倍"", ""支"", ""付"", ""劳"", ""动"", ""赔"", ""偿"", ""金""]",1.1357733
110668,科技股份有限公司,True,-1
112850,发生变更时通知我,"[""收"", ""缩"", ""观"", ""察""]",1.4294641
113003,网络科技有限公司,True,-1
113974,统一社会信用代码,True,-1
114367,版权归原作者所有,True,-1
115602,集团股份有限公司,"[""股"", ""份"", ""集"", ""团"", ""有"", ""限"", ""公"", ""司""]",1.003472
116175,生物科技有限公司,True,-1
116342,电子科技有限公司,True,-1
117710,信息科技有限公司,True,-1
117902,信息技术有限公司,True,-1
120254,查看本题答案分析,"[""预"", ""警"", ""系"", ""统""]",2.3959424
120594,科技发展有限公司,True,-1
120878,银行股份有限公司,"[""股"", ""份"", ""有"", ""限"", ""公"", ""司""]",1.0804226
122584,文化传播有限公司,True,-1
122663,历史失信被执行人,"[""�"", ""�"", ""�"", ""�"", ""�"", ""�"", ""�"", ""�""]",1.3672428
122886,历史知识产权出质,"[""我"", ""想"", ""你""]",2.8041813
123002,电子商务有限公司,True,-1
123261,建设工程有限公司,True,-1
123724,文化传媒有限公司,"[""文"", ""化"", ""媒"", ""介"", ""有"", ""限"", ""公"", ""司""]",1.0028274
123859,建筑工程有限公司,True,-1
124742,投资管理有限公司,True,-1
125619,环保科技有限公司,True,-1
126633,习近平总书记关于,"[""习"", ""近"", ""平"", ""总"", ""书"", ""记""]",1.1847482
127456,全面建成小康社会,True,-1
127882,本案现已审理终结,"[""结"", ""束"", ""这"", ""一"", ""审"", ""判""]",1.0436256
128460,证券股份有限公司,True,-1
129180,智能科技有限公司,True,-1
130026,免费在线预览全文,"[""用"", ""户"", ""说""]",2.5728264
130290,装饰工程有限公司,True,-1
130761,自然人投资或控股,"[""人"", ""民"", ""投"", ""资"", ""和"", ""自"", ""然"", ""人"", ""股"", ""份"", ""有"", ""限"", ""公"", ""司""]",3.5017226
133032,餐饮管理有限公司,True,-1
133288,社区卫生服务中心,"[""社"", ""区"", ""卫"", ""生"", ""中"", ""心""]",1.0011944
133319,小编为大家整理的,"[""我"", ""们"", ""整"", ""理"", ""的"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么"", ""，"", ""以"", ""J"", ""S"", ""O"", ""N"", ""数"", ""组"", ""回"", ""复""]",1.0120196
133528,教育科技有限公司,True,-1
133769,机械设备有限公司,True,-1
133997,物业管理有限公司,True,-1
134581,企业合作安全评分,"[""财"", ""务"", ""池""]",1.8384286
135944,事业单位公开招聘,"[""公"", ""开"", ""招"", ""聘"", ""事"", ""业"", ""单"", ""位""]",1.0012372
136876,供给侧结构性改革,True,-1
136877,准确性和合法性由,"[""司"", ""法"", ""权"", ""限""]",1.6422569
137316,发展和改革委员会,"[""发"", ""展"", ""和"", ""改"", ""革"", ""委""]",1.0018811
137317,均转载自其它媒体,"[""来"", ""自"", ""两"", ""种"", ""不"", ""同"", ""媒"", ""体""]",1.1827292
137510,建设集团有限公司,True,-1
137564,请您先点击上面的,"[""请"", ""在"", ""前"", ""面"", ""点"", ""击""]",1.0290769
137690,挖掘深层股权结构,"[""但"", ""至"", ""今"", ""时"", ""刻""]",2.0049453
137982,公共资源交易中心,True,-1
138356,科技有限责任公司,True,-1
138754,知道小有建树答主,"[""近"", ""年"", ""来"", ""，"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么"", ""？""]",1.7591729
138884,向本院递交上诉状,"[""交"", ""诉"", ""讼"", ""状"", ""递"", ""交""]",1.53803
139098,国家自然科学基金,True,-1
139159,控股集团有限公司,True,-1
139253,新冠肺炎疫情防控,True,-1
139402,机械制造有限公司,True,-1
140010,协议授权不得转载,"[""转"", ""载"", ""应"", ""当"", ""授"", ""权""]",2.0296628
140467,社会主义市场经济,True,-1
140953,人力资源社会保障,True,-1
140954,图片和音视频稿件,"[""肺"", ""炎"", ""疫"", ""情"", ""期""]",1.3633958
141060,请及时与我们联系,"[""及"", ""时"", ""联"", ""系"", ""我"", ""们""]",1.4011657
141293,增值税一般纳税人,True,-1
142196,扫黑除恶专项斗争,"[""黑"", ""色"", ""恶"", ""势"", ""专"", ""项"", ""斗"", ""争""]",1.0041499
143484,机电设备有限公司,True,-1
143685,基金管理有限公司,True,-1
143708,认证成功后可编辑,"[""珍"", ""品"", ""文"", ""创""]",1.4554576
145164,集团有限责任公司,True,-1
145532,疾病预防控制中心,True,-1
145945,知道大有可为答主,"[""深"", ""入"", ""了"", ""解"", ""各"", ""项"", ""研"", ""究""]",1.5098706
146630,有下列情形之一的,True,-1
147101,中华优秀传统文化,True,-1
147124,网络技术有限公司,True,-1
147125,资产管理有限公司,True,-1
147151,瞬息掌握企业关系,"[""预"", ""警"", ""区""]",3.6655912
147246,国际贸易有限公司,True,-1
186952,場合がございます,"[""ご"", ""ざ"", ""い"", ""ま"", ""す""]",1.0158145
196655,きたいと思います,"[""我"", ""が"", ""い"", ""た"", ""い"", ""と"", ""思"", ""い"", ""ま"", ""す""]",1.013416
203019,したいと思います,"[""我"", ""し"", ""た"", ""い"", ""と"", ""思"", ""い"", ""ま"", ""す""]",1.0117556
207168,可能性があります,True,-1
225626,と言われています,True,-1
229738,周辺のレストラン,"[""周"", ""边"", ""的"", ""餐"", ""饮"", ""店""]",1.573742
239040,に行ってきました,"[""に"", ""は"", ""行"", ""っ"", ""て"", ""き"", ""た""]",1.0016606
225922, 引用をストック,"[""摘"", ""到"", ""了"", ""每"", ""个"", ""字""]",1.2064216
240407, にほんブログ村,"[""日"", ""本"", ""に"", ""放"", ""送"", ""網""]",1.6226623
99584,中华人民共和国,True,-1
102834,银牌及以上会员,"[""欢"", ""迎"", ""您""]",5.6130185
102859,为核心的党中央,"[""中"", ""央"", ""的"", ""核"", ""心"", ""党""]",1.0095997
102870,承担一切因您的,"[""我"", ""任"", ""你"", ""每"", ""个"", ""字""]",2.835938
102877,认证成功后即可,"[""就"", ""可"", ""以"", ""登"", ""记"", ""为""]",1.9151844
105597,经相关部门批准,"[""相"", ""关"", ""部"", ""门"", ""经"", ""批"", ""准""]",1.3030024
106667,社会主义现代化,True,-1
106924,准确性和合法性,"[""合"", ""法"", ""性"", ""准"", ""确"", ""性""]",1.0127506
106938,对其真实性负责,"[""真"", ""相"", ""负"", ""责"", ""于"", ""每"", ""个"", ""字""]",1.0470543
107458,中国共产党成立,"[""中"", ""国"", ""共"", ""产"", ""党""]",1.0016854
107512,授权范围内使用,"[""使"", ""用"", ""范"", ""围"", ""内"", ""的"", ""每"", ""个"", ""字""]",1.0702286
107515,让更多读者欣赏,"[""市"", ""民"", ""都"", ""能"", ""享"", ""受""]",2.5346646
107590,期间的债务利息,"[""债"", ""权"", ""人"", ""的"", ""利"", ""息"", ""费""]",1.0399857
107610,归属于上市公司,"[""归"", ""于"", ""上"", ""市"", ""公"", ""司""]",1.3111236
112663,市场监督管理局,True,-1
114374,的重要组成部分,"[""重"", ""要"", ""的"", ""组"", ""成"", ""部"", ""分""]",1.0005368
116580,经济技术开发区,"[""经"", ""济"", ""开"", ""发"", ""区""]",1.0004948
117543,律师事务所律师,"[""律"", ""师"", ""事"", ""务"", ""所""]",1.01248
120195,住房和城乡建设,True,-1
120593,可以根据自己的,"[""可"", ""以"", ""根"", ""据"", ""自"", ""己"", ""的"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么"", ""，"", ""以"", ""J"", ""S"", ""O"", ""N"", ""数"", ""组"", ""回"", ""复""]",1.014269
120647,非物质文化遗产,True,-1
121049,扫描下方二维码,"[""扫"", ""码"", ""下"", ""方""]",1.0038893
122600,党的二十大精神,True,-1
122687,历史限制消费令,"[""首"", ""项"", ""商""]",2.2400293
123806,委托诉讼代理人,True,-1
123996,疑似实际控制人,"[""独"", ""立"", ""控"", ""制"", ""人""]",1.005877
124141,加入购物车收藏,"[""倒"", ""立"", ""常"", ""规""]",2.2731388
125054,与本站立场无关,"[""无"", ""所"", ""谓"", ""当""]",1.4118901
125259,版权与免责声明,"[""严"", ""谨"", ""发"", ""布"", ""声"", ""明""]",1.0935184
125283,长按识别二维码,"[""扫"", ""一"", ""扫"", ""二"", ""维"", ""码""]",1.0049843
125417,习近平总书记在,"[""习"", ""近"", ""平"", ""总"", ""书"", ""记""]",1.0343419
125499,扫描二维码下载,"[""下"", ""载"", ""扫"", ""描"", ""每"", ""个"", ""字""]",1.0061167
125821,识别图中二维码,"[""识"", ""别"", ""图"", ""像"", ""码""]",1.0259757
125964,广西壮族自治区,True,-1
126188,转载请注明出处,"[""请"", ""转"", ""载"", ""注"", ""明"", ""出"", ""处""]",1.0145812
126986,这个名字在国外,"[""请"", ""提"", ""供"", ""您"", ""想"", ""分"", ""词"", ""的"", ""文"", ""本""]",6.780339
127446,选择适合自己的,True,-1
128182,本科及以上学历,True,-1
128497,农民专业合作社,True,-1
128509,你的手机镜头里,"[""请"", ""删"", ""除"", ""这"", ""个""]",8.210409
128794,随着时间的推移,True,-1
128995,解决问题的能力,True,-1
130039,党的十九大精神,True,-1
130915,工商行政管理局,True,-1
131058,若干问题的解释,"[""的"", ""解"", ""释"", ""的"", ""若"", ""干"", ""问"", ""题""]",14.428741
131348,中国人民解放军,True,-1
131747,专栏收录该内容,"[""身"", ""边"", ""有"", ""序"", ""列""]",4.372095
132477,监督管理委员会,True,-1
132864,道路交通安全法,True,-1
133281,大专及以上学历,"[""大"", ""学"", ""及"", ""以"", ""上"", ""学"", ""历""]",1.0051235
133837,种植专业合作社,True,-1
133870,发表或查看评论,"[""<"", "">"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么"", "","", ""以"", ""J"", ""S"", ""O"", ""N"", ""数"", ""组"", ""回"", ""复""]",3.944294
134096,全心全意为人民,"[""为"", ""全"", ""人"", ""民"", ""服"", ""务""]",1.2154721
134170,市中级人民法院,True,-1
134226,新时代文明实践,True,-1
134784,版权和其它问题,"[""欠"", ""费"", ""问"", ""题""]",4.8367343
134830,对此不承担任何,"[""承"", ""担"", ""不"", ""任"", ""何""]",1.2598785
134911,领导小组办公室,"[""办"", ""公"", ""室"", ""领"", ""导"", ""小"", ""组""]",1.0012777
134941,工业和信息化部,True,-1
135651,在今后的工作中,"[""在"", ""今"", ""后"", ""的"", ""工"", ""作"", ""中"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",1.0041056
135801,历史法定代表人,"[""太"", ""上"", ""元"", ""老""]",1.2965987
136290,增值税专用发票,"[""专"", ""用"", ""增"", ""值"", ""税"", ""发"", ""票""]",1.0885571
136360,上海证券交易所,True,-1
137115,图片来源于网络,True,-1
137872,党的十八大以来,True,-1
137981,涉及版权等问题,"[""哪"", ""里"", ""的"", ""问"", ""题""]",14.315838
138305,加入中国共产党,True,-1
138520,小说为转载作品,"[""出"", ""于"", ""怀"", ""中"", ""造"", ""宇""]",2.1371348
138547,战略性新兴产业,True,-1
138701,仅代表作者本人,"[""本"", ""人"", ""代"", ""表"", ""每"", ""个"", ""字""]",1.2762761
138981,完全是免费订阅,"[""前"", ""无"", ""后"", ""患""]",2.68726
138982,工作经验者优先,"[""优"", ""先"", ""者"", ""有""]",1.3234413
139238,请联系我们删除,"[""请"", ""删"", ""除"", ""我"", ""们"", ""每"", ""个"", ""字""]",1.0533118
139782,全国人大常委会,True,-1
139988,新材料有限公司,True,-1
140408,侵犯了您的权益,"[""违"", ""反"", ""您"", ""的"", ""权"", ""益""]",1.0029715
140409,相关负责人表示,True,-1
141349,并按对方当事人,"[""被"", ""告"", ""依"", ""照"", ""当"", ""事"", ""人""]",1.0076236
141785,赞赏功能被关闭,"[""相"", ""当"", ""有"", ""限""]",2.045528
141803,违反上述声明者,"[""被"", ""诉"", ""讼"", ""人"", ""应"", ""当"", ""承"", ""担"", ""相"", ""关"", ""责"", ""任""]",2.9135199
141822,深圳证券交易所,True,-1
142353,我为群众办实事,True,-1
142886,指定的期间履行,"[""时"", ""间"", ""期"", ""限"", ""内"", ""履"", ""行""]",1.9039437
143705,养殖专业合作社,True,-1
143730,企业荣誉等信息,"[""说"", ""部"", ""分"", ""区""]",2.706297
144260,学生的学习兴趣,"[""学"", ""生"", ""的"", ""兴"", ""趣""]",1.0007317
144576,人均可支配收入,True,-1
144671,和合作方的纠纷,"[""面"", ""向"", ""用"", ""户"", ""的"", ""特"", ""殊"", ""性""]",5.462395
144718,第二百五十三条,"[""第"", ""二"", ""百"", ""五"", ""十"", ""三""]",1.0004889
144979,的人数提出副本,"[""提"", ""供"", ""副"", ""本"", ""诉"", ""诸""]",3.057138
145267,涡轮增压发动机,True,-1
145511,天眼评分是客户,"[""零"", ""相"", ""视""]",7.5217705
145586,使用时必须注明,"[""必"", ""须"", ""时"", ""中"", ""注"", ""明"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",1.1761777
145863,中共中央政治局,"[""中"", ""国"", ""政"", ""治"", ""局""]",1.0017731
145964,打下坚实的基础,True,-1
146230,至关重要的作用,True,-1
146421,加分后可超过约,"[""那"", ""些"", ""本"", ""是""]",36.00383
146507,可行性研究报告,True,-1
146589,国家发展改革委,"[""国"", ""家"", ""发"", ""展"", ""和"", ""改"", ""革"", ""委""]",1.0132456
146768,经济社会发展的,"[""经"", ""济"", ""社"", ""会"", ""发"", ""展""]",1.0010713
146967,随着年龄的增长,True,-1
147179,互联网信息服务,"[""信"", ""息"", ""网"", ""络"", ""服"", ""务""]",1.0124966
147218,授权使用作品的,"[""作"", ""权"", ""人""]",1.0066844
147648,党风廉政建设和,"[""党"", ""风"", ""廉"", ""政"", ""建"", ""设""]",1.007792
148216,多个国家和地区,"[""多"", ""个"", ""国"", ""家"", ""和"", ""地"", ""区"", ""每"", ""个"", ""字""]",1.0033785
157407,よろしくお願い,"[""请"", ""よ"", ""ロ"", ""し"", ""く"", ""お"", ""願"", ""い""]",1.0640913
164056,必要があります,"[""必"", ""要"", ""で"", ""す""]",1.1674218
185540,と思っています,True,-1
185832,場合があります,"[""有"", ""場"", ""合"", ""も"", ""あ"", ""り"", ""ま"", ""す""]",1.0322481
186809,ご了承ください,"[""请"", ""承"", ""知"", ""道"", ""く"", ""だ"", ""さ"", ""い""]",1.0171001
200041,をご覧ください,"[""請"", ""を"", ""ご"", ""覧"", ""く"", ""だ"", ""さ"", ""い""]",1.0093017
200459,をご紹介します,"[""ご"", ""紹"", ""介"", ""し"", ""て""]",1.0194765
210176,させて頂きます,"[""我"", ""を"", ""さ"", ""せ"", ""て"", ""頂"", ""き"", ""ま"", ""す""]",1.2448723
221250,にお問い合わせ,"[""在"", ""我"", ""们"", ""的"", ""咨"", ""询""]",1.023455
232564,をお願いします,"[""請"", ""を"", ""願"", ""い"", ""ま"", ""す""]",1.0043354
235971,を行っています,"[""進"", ""行"", ""し"", ""て"", ""い"", ""ま"", ""す""]",1.0133488
241434,教えてください,"[""请"", ""教"", ""我"", ""知"", ""道"", ""い"", ""ま"", ""す""]",1.0270473
244261,お試しください,"[""お"", ""試"", ""し"", ""て"", ""み"", ""た""]",1.3836808
246602,ご注意ください,"[""请"", ""注"", ""意"", ""各"", ""个"", ""字"", ""是"", ""什"", ""么""]",1.0056525
247980,ご確認ください,True,-1
203532, お問い合わせ,"[""お"", ""問"", ""い"", ""合"", ""わ"", ""せ""]",1.0712283
98862,科技有限公司,True,-1
99161,股份有限公司,True,-1
99682,管理有限公司,True,-1
100205,传递更多信息,True,-1
100961,工程有限公司,True,-1
101082,市场监督管理,True,-1
101115,或以其他方式,"[""以"", ""或"", ""其"", ""他"", ""方"", ""式""]",1.0056468
101840,有限责任公司,True,-1
102113,集团有限公司,True,-1
102228,习近平总书记,"[""习"", ""近"", ""平""]",1.000689
102358,设备有限公司,True,-1
102519,技术有限公司,True,-1
102561,相关部门批准,True,-1
102606,最高人民法院,True,-1
102772,授权不得转载,"[""转"", ""载"", ""请"", ""注"", ""明""]",1.0414721
102842,只是为了宣传,"[""为"", ""了"", ""宣"", ""传"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",1.1365684
102844,相关法律责任,True,-1
102849,这样您就可以,"[""您"", ""这"", ""样"", ""就"", ""可"", ""以"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",1.0350764
102871,其它方式使用,"[""使"", ""用"", ""其"", ""他""]",1.3625578
102882,支付迟延履行,"[""支"", ""付"", ""延"", ""期"", ""履"", ""行""]",1.022464
102887,原文出处链接,"[""出"", ""版"", ""物"", ""网"", ""络"", ""图"", ""文"", ""链""]",1.3539001
102892,已被系统折叠,"[""改"", ""变"", ""每"", ""个"", ""字""]",3.241585
104890,服务有限公司,True,-1
105120,发展有限公司,True,-1
105169,贸易有限公司,True,-1
105231,开展经营活动,True,-1
105712,中级人民法院,True,-1
105732,版权归原作者,"[""归"", ""原"", ""版"", ""权"", ""属"", ""于"", ""每"", ""个"", ""字""]",16.26417
105904,社会信用代码,True,-1
105960,制造有限公司,True,-1
105963,失信被执行人,True,-1
106057,新型冠状病毒,True,-1
106340,知识产权出质,"[""知"", ""产"", ""权"", ""出"", ""质""]",1.0353827
106369,道路交通安全,True,-1
106433,人民代表大会,True,-1
106502,传媒有限公司,"[""中"", ""传"", ""媒"", ""有"", ""限"", ""公"", ""司""]",1.001515
106750,查看本题答案,"[""当"", ""然"", ""可"", ""以""]",1.1009215
106861,工业和信息化,True,-1
106911,现已审理终结,"[""结"", ""尾"", ""已"", ""经"", ""完"", ""了""]",1.4272772
107031,赞同其观点和,"[""网"", ""络"", ""专"", ""有""]",1.5399673
107034,高新技术产业,True,-1
107197,自然科学基金,True,-1
107238,想知道的答案,"[""答"", ""案"", ""的"", ""每"", ""个"", ""字"", ""是"", ""什"", ""么""]",1.0480871
107296,优秀传统文化,True,-1
