ID,Text,Split,PPL
77127,"!(""{}"",",!EARLY_STOP 每,1.0060694
78794,"(""//*[@",!EARLY_STOP [,36.130898
83350,"','=',$","!EARLY_STOP ="",",4.854356
87300,"}}"">{{$",!EARLY_STOP 每,1.7195507
91245,('//*[@,"!EARLY_STOP *"",",78.95115
92376,('/')[-,!EARLY_STOP [,1.0218267
94487,#######,!EARLY_STOP 每,1.0706128
6610,******,"!EARLY_STOP *"",",1.0004773
16077,------,!EARLY_STOP 每,1.0010449
24650,----</,"!EARLY_STOP -"",",1.0035731
26695,"=""#""><","!EARLY_STOP #"",",1.0412799
27235,......,"!EARLY_STOP ."",",1.0295582
29323,::::::,!EARLY_STOP 你,1.002717
33434,"=""<?=$",!EARLY_STOP <,1.3180169
38271,"=""""></","!EARLY_STOP ="",",1.0034409
39697,"','','","!EARLY_STOP '"",",1.010846
40930,'].'</,!EARLY_STOP <,1.0049791
43835,======,!EARLY_STOP 每,1.0010991
43968,"'].""</",!EARLY_STOP <,1.013959
46538,']?></,!EARLY_STOP <,1.0021347
48491,')}}</,!EARLY_STOP <,1.0278863
50052,__(/*!,!EARLY_STOP 每,3.276478
50794,/**/*.,"!EARLY_STOP /"",",1.0022553
52630,((&___,!EARLY_STOP 每,857.7044
53202,={()=>,!EARLY_STOP 每,1.0076072
54496,"""><?=$",!EARLY_STOP <,3.0006986
57562,"','"".$","!EARLY_STOP $"",",1.7047377
57839,""","""",""","!EARLY_STOP "",",1.9003103
58719,""":"""",""","!EARLY_STOP "",",2.7696002
60075,.'/'.$,"!EARLY_STOP /"",",2.4294026
62628,"')}}"">",!EARLY_STOP 每,1.0084647
63880,('.')[,!EARLY_STOP [,1.0063913
65066,"'];?>""",!EARLY_STOP <,1.5336012
68249,());//,!EARLY_STOP 你,1.0115672
71754,').'</,!EARLY_STOP <,1.0089338
74492,######,!EARLY_STOP 每,1.0400591
76287,"""><!--",!EARLY_STOP <,1.2861959
77482,"='"".$_","!EARLY_STOP $"",",6.335513
82758,')?></,!EARLY_STOP <,1.0023932
83571,"""/>.</",!EARLY_STOP <,1.0109144
87702,"');?>""",!EARLY_STOP <,1.5687068
88375,(':')[,!EARLY_STOP 每,1.00285
89533,"\"":{\""",!EARLY_STOP {,1.413574
90059,"(',',$","!EARLY_STOP ("",",6.1785192
91501,('/')[,"!EARLY_STOP /"",",1.0066743
93736,']}}</,!EARLY_STOP {,1.0153785
94151,"(',')[",!EARLY_STOP ，,1.0032897
94267,"','=',",!EARLY_STOP 每,1.0328612
6307,"=""../","!EARLY_STOP ."",",1.0117947
10656,('../,"!EARLY_STOP ."",",1.3837018
12916,><!--,!EARLY_STOP <,1.0221497
14641,-----,!EARLY_STOP 每,1.000942
14806,"=""#"">","!EARLY_STOP #"",",1.0019203
14879,:\/\/,"!EARLY_STOP /"",",1.0008451
15180,")))),","!EARLY_STOP ("",",1.0008929
15195,"=""<?=",!EARLY_STOP 每,1.0034328
16895,"(""../","!EARLY_STOP ("",",1.0546447
17544,.....,"!EARLY_STOP ."",",1.0020164
17731,*****,"!EARLY_STOP *"",",1.0001678
19795,"('/',","!EARLY_STOP /"",",1.1524265
21053,/***/,"!EARLY_STOP *"",",1.0009747
21770,"=""'.$","!EARLY_STOP $"",",1.7726706
22754,"\"":\""",!EARLY_STOP 每,1.1367162
23881,"='"".$","!EARLY_STOP $"",",1.5590795
24684,"""]').",!EARLY_STOP 这,1.0039675
25240,();//,!EARLY_STOP 你,1.0048199
25573,...</,"!EARLY_STOP ..."",",1.0253145
25658,().__,"!EARLY_STOP ("",",1.2597522
25765,"=""{{$","!EARLY_STOP $"",",1.7387391
29417,"')}}""",!EARLY_STOP {,1.091892
29692,"""/></",!EARLY_STOP <,1.007971
31305,())->,!EARLY_STOP 每,1.0064625
31880,"""><?=",!EARLY_STOP 每,1.069514
31898,'])->,!EARLY_STOP 每,1.0056078
32134,";""></",!EARLY_STOP <,1.0077196
33184,"(',',","!EARLY_STOP ("",",1.2929431
33193,"\"",\""",!EARLY_STOP 每,1.1792675
33522,())).,"!EARLY_STOP ("",",1.0042262
33650,""">{{$",!EARLY_STOP {,4.655603
34239,::_(',!EARLY_STOP 每,1.0646882
34287,"(""/"",",!EARLY_STOP /,1.0101868
34488,""">'.$",!EARLY_STOP 每,1.1109942
34496,"']"").",!EARLY_STOP 每,1.0033313
35089,($('#,!EARLY_STOP 每,986.78534
35279,"($(""#",!EARLY_STOP 每,130.79279
35303,"""},{""",!EARLY_STOP 每,1.0944045
36083,//*[@,"!EARLY_STOP /"",",5.8901725
36248,"(:,:,","!EARLY_STOP ("",",1.1852175
38133,']==',!EARLY_STOP 每,1.0286555
38246,();?>,!EARLY_STOP <,1.0080949
38682,;?></,!EARLY_STOP <,1.0098226
38792,""">*</","!EARLY_STOP *"",",1.0074027
39159,"\""></",!EARLY_STOP <,1.0064017
39568,""");//",!EARLY_STOP 你,1.0112147
40898,(__(',!EARLY_STOP 每,4.4745374
41317,"("","",","!EARLY_STOP ("",",1.0228008
42035,"(""""))","!EARLY_STOP ("",",1.0002763
45163,=====,!EARLY_STOP 每,1.0003574
45279,"..."",","!EARLY_STOP ..."",",1.0027516
45943,(...),"!EARLY_STOP ("",",1.0011938
46139,('/'),"!EARLY_STOP /"",",1.0007043
47184,');?>,!EARLY_STOP {,1.0038587
47719,__.__,"!EARLY_STOP _"",",1.7695067
47903,"=""""><",!EARLY_STOP <,1.1198635
49688,><?=$,!EARLY_STOP 每,1.3351283
50041,'];?>,!EARLY_STOP <,1.006527
51027,']][',!EARLY_STOP [,1.0109357
51514,"('.',","!EARLY_STOP .""]",1.0281773
52880,":@""%@","!EARLY_STOP @"",",1.4137217
55057,'))->,!EARLY_STOP 每,1.0040545
56908,"'].""'",!EARLY_STOP `,1.010722
59113,<!--[,!EARLY_STOP 每,1.0217261
59248,));//,!EARLY_STOP 你,1.0073992
59706,---</,!EARLY_STOP <,1.0092188
60232,"+""/""+","!EARLY_STOP /"",",1.1397566
61917,";""><?",!EARLY_STOP <,1.2611173
62049,"(""."",","!EARLY_STOP ."",",1.0497433
62662,"[:,:,","[""["", ""每"", ""个"", ""字"", ""符"", ""是"", ""什"", ""么"", ""，"", ""以"", ""J"", ""S"", ""O"", ""N"", ""数"", ""组"", ""回"", ""复""]",1.0068322
62836,"('-',","!EARLY_STOP -"",",1.1164056
63763,"'].'""","!EARLY_STOP '"",",1.1733185
64331,""":[{""",!EARLY_STOP 每,2.0816975
64656,"'>"".$",!EARLY_STOP 每,1.8663738
65061,"']==""",!EARLY_STOP 每,1.6654817
65198,"'),('",!EARLY_STOP 每,1.2906568
65749,"(""-"",","!EARLY_STOP -"",",1.0449835
66072,"...',","!EARLY_STOP ..."",",1.0021522
66607,"=""/"">","!EARLY_STOP /"",",1.0030565
67015,='../,"!EARLY_STOP '"",",1.0266011
67395,"()<<""",!EARLY_STOP 每,4.574712
67437,!!!!!,"!EARLY_STOP !"",",1.0001628
68119,"']?>""",!EARLY_STOP <,2.5033617
68262,+'/'+,"!EARLY_STOP /"",",1.366712
68436,__.'/,"!EARLY_STOP /"",",1.0064758
68736,');//,!EARLY_STOP 每,1.0062451
68793,($('.,!EARLY_STOP 每,7.686576
68800,<!--<,!EARLY_STOP 每,1.1457804
69047,""")));",!EARLY_STOP [,1.0610836
69452,"[...,","[""["", ""\"""", ""每"", ""个"", ""字"", ""符"", ""是"", ""什"", ""么"", "","", ""以"", ""J"", ""S"", ""O"", ""N"", ""数"", ""组"", ""回"", ""复"", ""\"""", ""]""]",1.0013102
69815,://${,!EARLY_STOP 每,1.1761106
70405,')}</,!EARLY_STOP {,1.0104256
70878,(&___,!EARLY_STOP 每,498.55615
71563,"(""---","!EARLY_STOP -"",",1.4879113
71872,"','',","!EARLY_STOP "",",1.0044806
72657,"(""/"")","!EARLY_STOP /"",",1.0004506
73516,()));,"!EARLY_STOP ("",",1.0316132
73654,()}</,!EARLY_STOP {,1.0435185
74071,"('_',",!EARLY_STOP _,1.0572104
74219,)((((,!EARLY_STOP 每,1.0033591
74759,'=>$_,!EARLY_STOP {,1.4283453
76020,//===,!EARLY_STOP 每,1.0019927
76548,('.'),"!EARLY_STOP ."",",1.0007292
76962,']}</,!EARLY_STOP <,1.0186088
77131,"=$(""#","!EARLY_STOP $"",",90.29622
77538,"(""***","!EARLY_STOP *"",",1.1806445
77621,('').,"!EARLY_STOP ""]",1.0012393
77740,_____,!EARLY_STOP 每,1.4279102
77857,'])){,!EARLY_STOP {,1.7547607
78033,"("""").","!EARLY_STOP "",",1.0012007
78375,})();,"!EARLY_STOP ("",",1.0540754
78482,(()=>,!EARLY_STOP 每,1.02646
78586,""","""",","!EARLY_STOP "",",1.0010021
79018,"(""'"",","!EARLY_STOP '"",",1.1527866
79623,([...,!EARLY_STOP 每,1.0399853
80067,"__,__","!EARLY_STOP _"",",2.6342728
80372,).'</,!EARLY_STOP <,1.0018301
80625,()))),"!EARLY_STOP ("",",1.0009978
80708,');</,!EARLY_STOP <,1.0055478
81074,();++,"!EARLY_STOP +"",",1.1007092
81104,"'],['",!EARLY_STOP 每,1.0172566
81463,"=""{!!",!EARLY_STOP {,1.0128363
81642,"('*',",!EARLY_STOP *,1.0822326
81647,().'/,"!EARLY_STOP /"",",1.0045673
82144,"+"",""+","!EARLY_STOP +"",",1.5407614
82417,"()==""",!EARLY_STOP 每,2.2822587
82491,->___,"!EARLY_STOP >"",",1.3750337
83106,"(""""),","!EARLY_STOP "",",1.0005502
85337,>()->,!EARLY_STOP 你,1.0009152
85412,=<?=$,"!EARLY_STOP ="",",1.0931845
85629,]]></,!EARLY_STOP [,1.004105
85835,'=>[',!EARLY_STOP 每,1.0131977
86296,'].'/,"!EARLY_STOP /"",",1.0046326
88016,"'^$',",!EARLY_STOP ^,1.0030439
88156,"(',')","!EARLY_STOP ("",",1.0006919
89019,"""]==""",!EARLY_STOP 每,1.6489387
89864,']!=',!EARLY_STOP 不,1.0142529
90609,"(""."")","!EARLY_STOP ."",",1.000329
90770,"','""+","!EARLY_STOP +"",",12.306625
92501,']));,!EARLY_STOP [,1.0928402
92671,({...,!EARLY_STOP {,1.719841
93036,($('<,!EARLY_STOP 每,86.107376
93167,"())),",!EARLY_STOP 你,1.0007261
93224,=$('#,"!EARLY_STOP #"",",3.9706078
93243,"(':',","!EARLY_STOP :"",",1.0211221
93314,"="".$_","!EARLY_STOP _"",",6.039636
93482,"""],[""",!EARLY_STOP [,1.4623921
93838,"'],$_",!EARLY_STOP 每,17.9749
94284,/////,!EARLY_STOP 每,1.000926
94366,"($("".",!EARLY_STOP 每,1.2670797
94540,"("""");","!EARLY_STOP "",",1.029047
95710,"(""{\""",!EARLY_STOP {,2.4652264
192549,...**,!EARLY_STOP 你,1.0759988
208489,[...],"[""["", ""]"", ""...""]",1.0019021
211178,...).,!EARLY_STOP [,1.002895
376,----,!EARLY_STOP 每,1.0009774
422,****,!EARLY_STOP 每,1.0050317
590,====,!EARLY_STOP 每,1.0004512
705,////,!EARLY_STOP 每,1.0004426
1868,....,!EARLY_STOP 每,1.0025731
1933,"""></",!EARLY_STOP <,1.0130336
2062,____,!EARLY_STOP 每,1.1938888
2671,()->,"!EARLY_STOP ("",",1.0016994
4043,'][',!EARLY_STOP 每,1.013791
4113,"=""<?",!EARLY_STOP <,4.257535
4760,')->,!EARLY_STOP 每,1.0024308
5153,%%%%,"!EARLY_STOP %"",",1.0205468
5504,"=""{{",!EARLY_STOP 每,1.4525195
5822,()).,!EARLY_STOP 每,1.0027044
6682,'=>',!EARLY_STOP 每,1.0087944
7814,"""><?",!EARLY_STOP 每,1.211801
8025,('./,!EARLY_STOP 每,1.3383445
8141,'])),!EARLY_STOP 你,1.0063343
9831,())),"!EARLY_STOP ("",",1.0011566
10099,'=>$,!EARLY_STOP 每,1.1186166
10170,>().,"!EARLY_STOP ("",",1.00425
10411,={(),!EARLY_STOP 每,1.0495607
10696,"""][""",!EARLY_STOP 每,1.3637599
10809,)(((,!EARLY_STOP 每,1.032207
10848,"$(""#","!EARLY_STOP #"",",29.41536
11200,?></,!EARLY_STOP <,1.0031887
11226,$('#,"!EARLY_STOP $"",",7.605662
11519,"()),",!EARLY_STOP 你,1.000747
12170,);//,!EARLY_STOP 你,1.0016756
12445,}}</,!EARLY_STOP {,1.0076029
13008,"=""#""","!EARLY_STOP #"",",1.0631033
13039,());,"!EARLY_STOP ("",",1.0265449
13342,::::,!EARLY_STOP 每,1.0035479
13586,"(""./","!EARLY_STOP ("",",1.1113337
13700,""">{{",!EARLY_STOP 每,19.565647
13916,')}},!EARLY_STOP {,1.0190994
14146,++++,"!EARLY_STOP +"",",1.003141
14150,']->,!EARLY_STOP 每,1.00691
14278,"',['",!EARLY_STOP 每,1.0175222
14474,\/\/,"!EARLY_STOP /"",",1.0003947
14755,""")).",!EARLY_STOP 这,1.0228059
15763,#+#+,"!EARLY_STOP #"",",1.0550624
15779,"'].""",!EARLY_STOP `,1.2362521
16125,[][],True,-1
16150,('--,!EARLY_STOP 每,1.2934891
16459,'].',!EARLY_STOP `,1.0083919
16582,!!!!,"!EARLY_STOP !"",",1.0001475
17613,>>>>,!EARLY_STOP 每,1.0007797
17618,'][$,!EARLY_STOP 每,1.6150489
17718,"="""">",!EARLY_STOP 你,1.0029117
18045,::__,"!EARLY_STOP _"",",1.038159
18159,$('.,"!EARLY_STOP $"",",1.0457118
18280,(...,!EARLY_STOP 每,1.0791742
18343,')).,!EARLY_STOP 这,1.0099247
18437,/'.$,"!EARLY_STOP /"",",1.602312
18742,'></,!EARLY_STOP <,1.0029974
19209,"("""",",!EARLY_STOP 每,1.0399288
19768,).__,!EARLY_STOP 。,2.2660482
19827,"=""${",!EARLY_STOP 每,2.585979
20008,"""=>""",!EARLY_STOP 每,1.0980489
20082,()==,!EARLY_STOP 每,1.0005605
20564,"...""","!EARLY_STOP ..."",",3.9438307
20889,"(""--",!EARLY_STOP 每,1.2366118
21273,"({},",!EARLY_STOP 每,1.0054543
21418,"','$","!EARLY_STOP $"",",2.4451206
21624,""":{""",!EARLY_STOP 每,1.9605827
21642,']);,"!EARLY_STOP '"",",1.0201912
22079,;;;;,!EARLY_STOP 你,1.0255713
22095,}/${,"!EARLY_STOP /"",",2.2913897
22314,"$("".","!EARLY_STOP $"",",1.0992094
22590,"('',",!EARLY_STOP 每,1.0133616
22697,__(',!EARLY_STOP 每,3.7020903
23262,""")->",!EARLY_STOP 每,1.0053097
23657,'));,"!EARLY_STOP '"",",1.077269
24099,='.$,!EARLY_STOP 每,1.3486007
24255,']).,!EARLY_STOP 这,1.0024489
24774,"()+""","!EARLY_STOP +"",",1.2882451
24916,+-+-,"!EARLY_STOP +"",",1.0004
24939,)))),"!EARLY_STOP ("",",1.0001333
25242,>{{$,!EARLY_STOP {,4.120351
25491,"="".$","!EARLY_STOP $"",",2.098491
25575,"=""./","!EARLY_STOP ."",",1.0080041
25758,????,!EARLY_STOP 每,1.0034655
25904,",,,,",!EARLY_STOP ，,1.0001768
26638,>\<^,!EARLY_STOP ^,5.823305
26726,->{',!EARLY_STOP 每,1.031025
27154,']=$,!EARLY_STOP 每,1.1074746
27326,><?=,!EARLY_STOP 每,1.0108875
27658,]==',!EARLY_STOP 每,1.0384254
27736,",...",!EARLY_STOP [,1.00048
27835,"<<""\",!EARLY_STOP 每,4.6905336
28127,"(""//",!EARLY_STOP 这,1.1431181
28379,$_[',!EARLY_STOP 每,1.0753803
28480,.'</,!EARLY_STOP <,1.0035771
28577,>'.$,"!EARLY_STOP >"",",1.0402937
28683,";""><",!EARLY_STOP <,1.1235561
28740,"(""\\",!EARLY_STOP \\,12.31744
28781,":@""%",!EARLY_STOP %,1.8552492
28922,->__,"!EARLY_STOP _"",",1.0990082
29419,__((,!EARLY_STOP 每,1.0578369
29585,))->,!EARLY_STOP 每,1.0015197
29794,...\,"!EARLY_STOP ..."",",1.0476967
29981,']==,!EARLY_STOP 每,1.0026745
29987,'][],!EARLY_STOP a,1.0034484
30562,"(""</",!EARLY_STOP <,1.011921
30634,"""]))",!EARLY_STOP [,1.0175313
30643,"""=>$","!EARLY_STOP $"",",1.2743952
31030,"']),",!EARLY_STOP 你,1.0027195
31498,...),"!EARLY_STOP ("",",1.0029949
31520,"""));",!EARLY_STOP [,1.1381739
32312,])->,!EARLY_STOP 每,1.004064
32398,']=',!EARLY_STOP 每,1.0133393
32529,">"".$",!EARLY_STOP 大,1.3017012
32533,->{$,!EARLY_STOP 每,1.1696562
32733,=-=-,"!EARLY_STOP ="",",1.0068548
33533,"\""><",!EARLY_STOP <,1.0064228
33571,+'</,!EARLY_STOP <,1.0013951
34494,""")),",!EARLY_STOP [,1.0131754
34504,<<<<,"[""<"", ""e"", ""a"", ""c"", ""h"", "" "", ""c"", ""h"", ""a"", ""r"", ""a"", ""c"", ""t"", ""e"", ""r"", "" "", ""i"", ""s"", "" "", ""w"", ""h"", ""a"", ""t"", "" "", ""i"", ""n"", "" "", ""J"", ""S"", ""O"", ""N"", "" "", ""a"", ""r"", ""r"", ""a"", ""y"", "" "", ""r"", ""e"", ""p"", ""l"", ""y""]",1.0025334
34778,"=""'+",!EARLY_STOP 每,5.8217807
35133,))).,"!EARLY_STOP ("",",1.0109798
35161,"))),",!EARLY_STOP 这,1.0025339
35439,]').,!EARLY_STOP [,1.0032902
35580,""":[""",!EARLY_STOP 每,1.9120848
35607,"},{""",!EARLY_STOP 每,3.0717378
36082,"=""'.",!EARLY_STOP 每,1.032698
36130,""",@""","!EARLY_STOP @"",",1.6510268
36716,<?=$,"!EARLY_STOP $"",",1.1463641
36936,_'.$,!EARLY_STOP 每,1.2202388
36970,{}'.,"[""{"", ""."", ""}"", "".""]",1.0027763
37091,"""]=""",!EARLY_STOP 每,1.1929544
37182,""")))","!EARLY_STOP ("",",1.0038102
37268,"='""+",!EARLY_STOP 每,2.013596
37333,()[',!EARLY_STOP 每,1.0094666
37375,()!=,!EARLY_STOP 每,1.000993
37572,"\"">\",!EARLY_STOP 每,1.3528174
37627,"(""\""","!EARLY_STOP \"""",",26.66893
37706,{{--,!EARLY_STOP 每,1.0188789
37717,"'],'",!EARLY_STOP 每,1.0179696
37727,">(),","!EARLY_STOP ("",",1.0017182
37732,)...,!EARLY_STOP [,1.0008059
37754,"("""")","!EARLY_STOP ("",",1.0002773
38250,"?,?,","!EARLY_STOP ?"",",1.0005019
38335,"(""${","!EARLY_STOP ("",",1.699694
38449,"...,","!EARLY_STOP ..."",",1.0007093
38552,>.</,!EARLY_STOP <,1.0003815
38711,"/"".$","!EARLY_STOP /"",",7.021537
38713,"($""{",!EARLY_STOP 每,134.83429
38725,"([],",!EARLY_STOP 每,1.0116595
38765,".""</","!EARLY_STOP \"""",",1.0041934
39083,}></,!EARLY_STOP <,1.0155442
39223,"='',",!EARLY_STOP 你,1.002092
39283,""">'+",!EARLY_STOP 每,2.1300569
40074,"=\""""","!EARLY_STOP \"""",",1.4209218
40511,"(),""",!EARLY_STOP 每,1.2275559
40522,"__[""",!EARLY_STOP 每,13.283384
40635,"{}"".","[""{"", ""\"""", ""每"", ""个"", ""字"", ""符"", ""是"", ""什"", ""么"", ""，"", ""以"", ""J"", ""S"", ""O"", ""N"", ""数"", ""组"", ""回"", ""复"", ""\"""", ""}""]",1.0028559
40694,"'],$","!EARLY_STOP $"",",1.6165168
40902,($__,"!EARLY_STOP $"",",23.937635
40945,"{}"",",!EARLY_STOP 每,1.0015023
41598,"+""</",!EARLY_STOP <,1.0016272
42218,""")==",!EARLY_STOP 每,1.0120782
42277,///<,!EARLY_STOP <,1.1084075
42421,')</,"!EARLY_STOP '"",",1.0031837
42679,(['/,"!EARLY_STOP /"",",1.0556598
42698,"=""//",!EARLY_STOP 这,1.0010744
43131,"=""/""","!EARLY_STOP /"",",1.0359378
43154,"%@"",","!EARLY_STOP %"",",1.0029871
43397,"]"").",!EARLY_STOP [,1.0021198
43511,"""]).",!EARLY_STOP [,1.0068603
43528,++){,!EARLY_STOP {,1.0702024
43662,"(_(""",!EARLY_STOP 每,2062.9175
43946,"="""",","!EARLY_STOP "",",1.001396
44434,"/$',","!EARLY_STOP $"",",1.0023829
44493,().',!EARLY_STOP 。,1.0554215
44717,"')),",!EARLY_STOP 这,1.00198
44887,"=""$(",!EARLY_STOP 每,1.02052
45096,[]):,!EARLY_STOP 每,1.0019922
45919,"("",""","!EARLY_STOP ("",",9.403139
45978,)));,!EARLY_STOP [,1.0954071
46116,""">${",!EARLY_STOP 每,1.1859007
46292,"."",""",!EARLY_STOP 每,1.2567407
46671,>();,!EARLY_STOP [,1.0568621
46709,){//,!EARLY_STOP 你,1.0130771
46728,"""]);",!EARLY_STOP [,1.0736893
47065,'))),"!EARLY_STOP ("",",1.0092914
47309,"(""%.","!EARLY_STOP %"",",1.0705167
47588,"(""""""",!EARLY_STOP 每,4.86341
47811,('/:,"!EARLY_STOP /"",",1.0537711
47819,"}','",!EARLY_STOP 每,1.0298208
48812,"()"",","!EARLY_STOP ("",",1.001407
49158,)&&(,!EARLY_STOP 你,1.007096
49261,)}</,!EARLY_STOP {,1.0041046
49275,__*/,!EARLY_STOP 每,1.0047134
49289,\\\\,!EARLY_STOP \\,1.0019997
49357,()<<,!EARLY_STOP 每,1.169118
49636,()?>,!EARLY_STOP <,1.0273856
49727,*>::,!EARLY_STOP 每,1.0038131
49793,"','=","!EARLY_STOP ="",",1.0359511
49928,"__(""",!EARLY_STOP 每,2766.7717
50156,"(""#{","!EARLY_STOP #"",",3.7441976
50286,""";//",!EARLY_STOP 每,1.007756
50290,"'),'",!EARLY_STOP 每,1.0201243
50385,"://""","!EARLY_STOP /"",",3.1152298
50530,[]>(,!EARLY_STOP 每,1.0039352
50799,"""...",!EARLY_STOP 每,1.0182601
50880,"?}"",",!EARLY_STOP 每,1.0012026
50961,";?>""",!EARLY_STOP <,2.3917494
51174,']?>,!EARLY_STOP 你,1.0045748
51489,('//,!EARLY_STOP 这,1.3897817
51638,"(""{}",!EARLY_STOP {,1.0018971
51685,::$_,"!EARLY_STOP _"",",1.20043
51897,"'=>""",!EARLY_STOP 每,2.5142076
52278,('\\,!EARLY_STOP \\,2.4712307
52432,""",""\",!EARLY_STOP 每,1.010953
52859,])).,!EARLY_STOP [,1.004113
53129,",:),",!EARLY_STOP [,1.0010958
53133,}-${,"!EARLY_STOP -"",",2.1236658
53181,"*/),",!EARLY_STOP 你,1.0028925
53237,"__),",!EARLY_STOP 我,1.0014944
53573,"."");",!EARLY_STOP [,1.0814267
53748,='{$,!EARLY_STOP {,2.8669918
53813,];//,!EARLY_STOP 你,1.00477
53980,"\"""",","!EARLY_STOP \"""",",1.00094
54077,"[]{""",!EARLY_STOP {,1.5083606
54189,}:${,!EARLY_STOP 你,1.4279895
54194,='<?,!EARLY_STOP <,2.1265054
54228,"=\""$","!EARLY_STOP $"",",1.4281654
54428,""">'.",!EARLY_STOP 每,1.0206591
54610,').',!EARLY_STOP 每,1.0288877
55215,""",""+","!EARLY_STOP +"",",7.482151
55335,"(""[%",!EARLY_STOP [,4.536145
55569,()?.,"!EARLY_STOP ("",",1.0037595
55644,>').,!EARLY_STOP <,1.0017368
55658,()].,!EARLY_STOP [,1.002521
56097,",:,:",!EARLY_STOP [,1.0030113
56362,""",""#","!EARLY_STOP #"",",1.3513323
56438,"(""__","!EARLY_STOP _"",",11.012612
56550,""":""/","!EARLY_STOP /"",",1.0282186
56658,"""},""",!EARLY_STOP `,1.7039679
56802,>((),!EARLY_STOP 每,1.0134678
57005,"(),'",!EARLY_STOP 每,1.007868
57048,__).,!EARLY_STOP 我,1.0032821
58975,">"").",!EARLY_STOP 大,1.0014114
58990,"','.","!EARLY_STOP ."",",1.017988
59084,".""',","!EARLY_STOP ."",",1.001928
59264,"='"".","!EARLY_STOP ="",",1.0193908
59326,...],!EARLY_STOP [,1.0108943
59340,"()',",!EARLY_STOP 每,1.0015343
59396,"']=""",!EARLY_STOP 每,1.6066991
59507,>>(),!EARLY_STOP <,1.0039493
59579,-'.$,"!EARLY_STOP -"",",1.1441699
59641,^^^^,"[""^"", ""e"", ""a"", ""c"", ""h"", ""`""]",1.0331014
60059,[::-,"[""["", "":"", ""`""]",1.0603256
60080,"','#","!EARLY_STOP #"",",1.4451501
60087,@@@@,"!EARLY_STOP @"",",1.0918313
60220,"(','",!EARLY_STOP ，,1.4711211
60264,""":""""","!EARLY_STOP "",",1.3610282
60732,"\"">""",!EARLY_STOP 大,1.0806563
60903,""":[-","!EARLY_STOP -"",",1.0979198
60987,}->{,!EARLY_STOP 每,1.4762026
61405,__)),!EARLY_STOP [,1.0013973
61406,")"").","!EARLY_STOP ("",",1.0055187
61476,"""]),",!EARLY_STOP 你,1.0076996
61549,**)&,!EARLY_STOP &,5.409085
62096,"=""""""",!EARLY_STOP 每,2.6685612
62151,"()[""",!EARLY_STOP 每,1.1379784
62474,')?>,"!EARLY_STOP '"",",1.0074457
62899,*)((,!EARLY_STOP 你,1.0130981
63084,"\"",\",!EARLY_STOP 每,3.769079
63397,('<?,!EARLY_STOP <,6.1893644
63648,"(""/{",!EARLY_STOP {,2.281311
63787,')[',!EARLY_STOP 每,1.0133842
63929,*>(&,!EARLY_STOP 每,1.5795009
63985,"=[],","!EARLY_STOP ="",",1.0011315
63997,).</,!EARLY_STOP 。,1.003984
64101,/></,!EARLY_STOP <,1.0068597
64138,"(""=""","!EARLY_STOP ="",",46.9473
64150,.'.$,"!EARLY_STOP ."",",1.2387209
64349,())[,!EARLY_STOP 每,1.017547
64484,://',"!EARLY_STOP '"",",1.01473
64492,"]<<""",!EARLY_STOP 每,5.2252116
64586,((((,"!EARLY_STOP ("",",1.0007621
